number,subjectName,Owner Group,LessonTitle,LessonAdminURL,Content Map Title,Resource Subject,Resource Level,CM EndDate,status,Follow-up action
115,Science,Sec_Sci,Evaporation and Distillation [US N(T) Science],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/eaefe0a4-d7c9-478a-a4e4-38982815ee05,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,DRAFT,
116,Science,Sec_Sci,Copy of Smoking [LS N(T) Sci],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/0ebac0ba-37d1-42b4-a511-cab9bc27ff44,LOWER SEC SCIENCE (NT) (2014),Science,Secondary 1 Normal (T) - Secondary 2 Normal (T),1/18/2022,DRAFT,
117,Science,Sec_Sci,Copy of Smoking [LS N(T) Sci],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/338df9af-2e65-4575-9dfc-e9dadb6b3283,LOWER SEC SCIENCE (NT) (2014),Science,Secondary 1 Normal (T) - Secondary 2 Normal (T),1/18/2022,DRAFT,
118,Science,Sec_Sci,Copy of Smoking [LS N(T) Sci],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/9343bd3d-18b6-43f6-8888-9d1752c7709e,LOWER SEC SCIENCE (NT) (2014),Science,Secondary 1 Normal (T) - Secondary 2 Normal (T),1/18/2022,DRAFT,
119,Science,Sec_Sci,Copy of Smoking [LS N(T) Sci],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/c06892a1-86f7-433d-aa8a-3defea9decd8,LOWER SEC SCIENCE (NT) (2014),Science,Secondary 1 Normal (T) - Secondary 2 Normal (T),1/18/2022,DRAFT,
120,Science,Sec_Sci,Copy of Smoking [LS N(T) Sci],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/e5e83427-2be0-4cba-8e3b-695403d79c81,LOWER SEC SCIENCE (NT) (2014),Science,Secondary 1 Normal (T) - Secondary 2 Normal (T),1/18/2022,DRAFT,
121,Science,Sec_Sci,Copy of Smoking [LS N(T) Sci],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/e7804f77-9674-4803-977d-f8276bd04ab5,LOWER SEC SCIENCE (NT) (2014),Science,Secondary 1 Normal (T) - Secondary 2 Normal (T),1/18/2022,DRAFT,
122,Science,Sec_Sci,Copy of Solubility and Dissolving [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/0d36e540-4b80-4ae3-bbad-cde64175639a,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,DRAFT,To delete
123,Science,Sec_Sci,Copy of Transmission of heat by radiation [LSS (Exp/NA)]_4 Feb 2021,https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/20432ec2-f4e1-4a69-a8e5-e68f30194cc1,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,DRAFT,To delete
124,Science,Sec_Sci,Copy of Transport in Plants [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/289b10e2-ee0c-4b16-84bd-a01d2d127c18,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,DRAFT,To delete
125,Science,Sec_Sci,Understanding Wuhan Coronavirus (2019 Novel Coronavirus),https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/dab7039a-ca21-452d-b153-26cf76a5e559,LOWER SEC SCIENCE (EXP) (2013) - Pre-U Biology (H2) ,Biology - Science,Secondary 1 Express - Secondary 2 Express - Pre-U 1 - Pre-U 2 - Pre-U 3,2021-12-31 - 2025-12-31,REJECTED,To delete
126,Science,Sec_Sci,Waves (III) [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/07881b8c-d2a1-426f-9d8b-9861e6dde98c,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
127,Science,Sec_Sci,Hereditary Conditions and Diseases [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/0b0effe5-bee5-4fd2-b448-f1f695db4272,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
128,Science,Sec_Sci,Generation and Transmission of Electricity [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/0bae4954-ebc0-4db6-8f29-c663339968f8,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
129,Science,Sec_Sci,Effects of Forces [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/1f04843d-d95f-4b38-a9d0-ab661cfb48c6,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
130,Science,Sec_Sci,Breathing - Human Respiratory System [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/30ccd6b3-3540-4bd3-9790-d3e200f67774,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
131,Science,Sec_Sci,Power and Energy [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/398598ef-caed-4de7-8881-7fafcec22a58,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
132,Science,Sec_Sci,Power and Energy [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/3a272a0d-ee80-4c36-b71d-3e1be51a49bc,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
133,Science,Sec_Sci,Microbes and Food [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/45003da9-b693-4b28-831f-67579a3407b9,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
134,Science,Sec_Sci,Using Measuring Instruments [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/467bd83b-1c10-4249-90fd-f833d40ed3c5,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
135,Science,Sec_Sci,Power and Energy [USS NT] ,https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/492ece38-c57b-4ed3-8eec-ac67e9644093,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
136,Science,Sec_Sci,What is Good Health? [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/49553fd6-c52b-4793-aad0-c83802e29405,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
137,Science,Sec_Sci,Series and Parallel Circuits in Daily Life [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/4baa4353-65a7-4d30-bd96-9a4545a5355e,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
138,Science,Sec_Sci,Breathing - Human Respiratory System [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/556d1ece-5761-4f26-8e05-f4faf1c1e892,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
139,Science,Sec_Sci,Healthy Bones and Joints [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/58a23058-064a-49c4-b5df-457cd0eab5ec,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
140,Science,Sec_Sci,Hereditary Conditions and Diseases [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/59058c4a-8444-4037-9501-268ed011fb61,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
141,Science,Sec_Sci,Waves (II) [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/5f50d0d3-fb0c-4d16-a52c-c114e9641c49,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
142,Science,Sec_Sci,What is Good Health? [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/743c8818-82d6-4c29-829b-7b32408dd51b,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
143,Science,Sec_Sci,Electricity (I) [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/7a64467f-c98e-493f-ad0e-57e463f2c997,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
144,Science,Sec_Sci,What is Good Health? [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/7b280fc4-c135-401a-afa4-ca2012b88b7a,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
145,Science,Sec_Sci,Our Digestive System [USS N(T)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/878500a5-b7dd-4c2e-9c89-0e5c98c92a6e,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
146,Science,Sec_Sci,Power and Energy [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/8c8c3973-97c7-455c-8f91-0a02799b3879,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
147,Science,Sec_Sci,Potential Electrical Dangers and Precautions at Home [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/9c3ae35f-2049-489f-a846-8221fce13e24,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
148,Science,Sec_Sci,Circulatory System [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/9e88e39a-3bd6-482b-b6d8-1a083069bbb7,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
149,Science,Sec_Sci,Our Digestive System [USS N(T)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/9e9aae90-9f51-4df3-8dd4-4b0a5157c32a,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
150,Science,Sec_Sci,Keeping the Circulatory System Healthy [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/a1cd1de2-541d-442c-8011-910e21b57ada,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
151,Science,Sec_Sci,Understanding Distance-time Graphs [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/a3ab4e58-8dfc-4fa1-b043-a1fa8fcb8db0,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
152,Science,Sec_Sci,Our Digestive System [USS N(T)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/a9f3e60a-fc6a-4f78-9e23-c36eba5dd03a,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
153,Science,Sec_Sci,Waves (III) [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/ae80b255-00f9-43ca-977c-26a7042a1d76,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
154,Science,Sec_Sci,Understanding Energy (I) [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/aedb8158-0502-4f9a-b308-abc32097b0e8,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
155,Science,Sec_Sci,Electricity (I) [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/b0cef82f-7e08-4688-8b5f-a6889541bdfc,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
156,Science,Sec_Sci,Electricity (II) [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/ba7f28b2-8ba8-4cd0-8df7-0dbf0047d0b6,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
157,Science,Sec_Sci,Healthy Bones and Joints [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/bbfc668d-0f13-427e-8447-3f0f5e4975ab,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
158,Science,Sec_Sci,Using Measuring Instruments [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/c3566f38-5878-4057-8dec-a87a29261eea,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
159,Science,Sec_Sci,Power and Energy [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/cc2fcac5-a65f-4f45-8527-fded7ea7d606,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
160,Science,Sec_Sci,Power and Energy [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/cccf821c-8204-41a2-ac1e-d9ef69ff7657,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
161,Science,Sec_Sci,What is Good Health? [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/d104dbe0-4008-4c1e-b39d-63e494c1c8d8,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
162,Science,Sec_Sci,Potential Electrical Dangers and Precautions at Home [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/d5805708-092a-4056-be27-9a2d1123e234,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
163,Science,Sec_Sci,Power and Energy [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/d9a5f2cd-ed8d-4f35-89a6-d43033911b52,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
164,Science,Sec_Sci,Treatment for Kidney Failure [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/e1ab3cfe-e313-4aba-b74d-2c5b7e8c9cfa,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
165,Science,Sec_Sci,What is Good Health? [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/f76fcdf4-4ca4-4015-8244-5d9bed21c83f,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
166,Science,Sec_Sci,Our Digestive System [USS N(T)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/f88a4847-e5dd-4a6d-9000-974b0e129a52,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
167,Science,Sec_Sci,Understanding Moment of a Force [USS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/fb4420d2-a745-4189-817d-8481e45d70d8,UPPER SEC SCIENCE (NT) (2014),Science,Secondary 3 Normal (T) - Secondary 4 Normal (T),12/31/2024,REJECTED,
168,Science,Sec_Sci,Sexually transmitted infections (STIs) and abortion [LSS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/0bcace9b-ba86-445d-b840-1018407af941,LOWER SEC SCIENCE (NT) (2014),Science,Secondary 1 Normal (T) - Secondary 2 Normal (T),1/18/2022,REJECTED,
169,Science,Sec_Sci,Sexually transmitted infections (STIs) and abortion [LSS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/1fddb40d-f616-4541-8674-0f2943f7af7f,LOWER SEC SCIENCE (NT) (2014),Science,Secondary 1 Normal (T) - Secondary 2 Normal (T),1/18/2022,REJECTED,
170,Science,Sec_Sci,Friction [LSS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/3736f1e9-7278-4951-a16b-722a5b3ec872,LOWER SEC SCIENCE (NT) (2014),Science,Secondary 1 Normal (T) - Secondary 2 Normal (T),1/18/2022,REJECTED,
171,Science,Sec_Sci,Energy and Energy Conversions [LSS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/3b65961f-ebba-4545-ae40-a3044859ca89,LOWER SEC SCIENCE (NT) (2014),Science,Secondary 1 Normal (T) - Secondary 2 Normal (T),1/18/2022,REJECTED,
172,Science,Sec_Sci,Birth Control Methods [LSS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/5b6d22e0-eba2-4498-8119-7e6ac2638f6c,LOWER SEC SCIENCE (NT) (2014),Science,Secondary 1 Normal (T) - Secondary 2 Normal (T),1/18/2022,REJECTED,
173,Science,Sec_Sci,Sexually transmitted infections (STIs) and abortion [LSS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/62f1e70c-257e-4c6e-a42a-643b7b50dbec,LOWER SEC SCIENCE (NT) (2014),Science,Secondary 1 Normal (T) - Secondary 2 Normal (T),1/18/2022,REJECTED,
174,Science,Sec_Sci,"Conductors, Insulators and Safe Use of Electricity [LSS NT]",https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/759fd555-a8db-4466-8baf-1760a5afe8f1,LOWER SEC SCIENCE (NT) (2014),Science,Secondary 1 Normal (T) - Secondary 2 Normal (T),1/18/2022,REJECTED,
175,Science,Sec_Sci,How does our body get energy? [LSS NT] ,https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/7ca4d0e9-c8c0-48d2-984c-8de32892a2bd,LOWER SEC SCIENCE (NT) (2014),Science,Secondary 1 Normal (T) - Secondary 2 Normal (T),1/18/2022,REJECTED,
176,Science,Sec_Sci,Digestion [LSS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/7eaed9c6-d1a1-4671-9d00-00050a74b243,LOWER SEC SCIENCE (NT) (2014),Science,Secondary 1 Normal (T) - Secondary 2 Normal (T),1/18/2022,REJECTED,
177,Science,Sec_Sci,How does our body get energy? [LSS NT] ,https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/8871fbb3-859f-45cb-8df8-b6967054debe,LOWER SEC SCIENCE (NT) (2014),Science,Secondary 1 Normal (T) - Secondary 2 Normal (T),1/18/2022,REJECTED,
178,Science,Sec_Sci,"What is Current, Voltage and Resistance? [LSS NT]",https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/c8c6a8e2-3236-4301-8f40-1fcd12110282,LOWER SEC SCIENCE (NT) (2014),Science,Secondary 1 Normal (T) - Secondary 2 Normal (T),1/18/2022,REJECTED,
179,Science,Sec_Sci,Alcohol Abuse [LSS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/ceb7cb1b-d906-46f4-a113-2abb9fd3b51b,LOWER SEC SCIENCE (NT) (2014),Science,Secondary 1 Normal (T) - Secondary 2 Normal (T),1/18/2022,REJECTED,
180,Science,Sec_Sci,Force and its Effects [LSS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/dc919a4b-c190-405c-973b-58100adaf6dc,LOWER SEC SCIENCE (NT) (2014),Science,Secondary 1 Normal (T) - Secondary 2 Normal (T),1/18/2022,REJECTED,
181,Science,Sec_Sci,Sexually transmitted infections (STIs) and abortion [LSS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/eb9e0d25-c6b4-4e7b-a782-b8cd4b51e568,LOWER SEC SCIENCE (NT) (2014),Science,Secondary 1 Normal (T) - Secondary 2 Normal (T),1/18/2022,REJECTED,
182,Science,Sec_Sci,Classification of Materials [LSS NT],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/ef3678c1-0947-4e42-ac9f-35aee157c1f8,LOWER SEC SCIENCE (NT) (2014),Science,Secondary 1 Normal (T) - Secondary 2 Normal (T),1/18/2022,REJECTED,
183,Science,Sec_Sci,Force and its Effects [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/031d1926-e154-4489-9c1f-49c9fefcaecc,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
184,Science,Sec_Sci,Not All Scientific Studies are Created Equal [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/0f7cdf76-5707-44cf-9246-e7fface097ac,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
185,Science,Sec_Sci,Current and Potential Difference [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/10096e3a-825d-4f51-ac5e-bfbf3ab9640e,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
186,Science,Sec_Sci,Destructive Forces in Nature [LSS],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/1d17f3c6-940e-4c96-b93b-f57e6b982771,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
187,Science,Sec_Sci,Current and Potential Difference [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/1d914b02-4596-4630-9bd0-55aa192a0c50,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
188,Science,Sec_Sci,Science is a Human Endeavour [LSS],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/1ec7accf-0286-46cb-8cc6-28437c8d0520,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
189,Science,Sec_Sci,Effects of Bacteria [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/352287a3-5a60-4724-bfdd-8b54bc070cef,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
190,Science,Sec_Sci,Energy Flow via Photosynthesis and Respiration [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/3ce55fd7-abcf-4b89-bf58-5aba417ce58e,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
191,Science,Sec_Sci,Not All Scientific Studies are Created Equal [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/4146a945-ec2d-4517-b4ce-bfc5752d3715,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
192,Science,Sec_Sci,Plastic and Us [LSS E/N(A)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/598710db-64da-441b-8b84-3d4d7b3eb873,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
193,Science,Sec_Sci,Refraction of Light [LSS (E/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/5b677b69-74a4-497c-b0b9-30251844d2e8,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
194,Science,Sec_Sci,Practicing Sustainable Living [LSS (Exp)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/5bbd013f-8c86-462b-84e6-3552c9c315ee,LOWER SEC SCIENCE (EXP) (2013),Science,Secondary 1 Express - Secondary 2 Express,12/31/2021,REJECTED,To delete
195,Science,Sec_Sci,Effects of Acids and Alkalis on Indicators [LSS],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/719d48a2-d6c9-4d70-b1b2-ced53e4f0e00,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
196,Science,Sec_Sci,Force and its Effects [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/74f859f6-0407-4f78-afa1-74b7e7e87e24,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
197,Science,Sec_Sci,Chemical Formulae [LSS],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/789b7e6e-89ea-4850-851e-0d38d5e0d41b,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
198,Science,Sec_Sci,Force and its Effects [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/9570e478-73ec-4de3-8167-6328c11532b9,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
